# Local Audit Report
# Date: 2026-02-27 15:03:18.919124+00:00
# Network (SSID): Ethernet_or_Unknown
# Avg Latency: 823ms
# Success Rate: 80.5%
# Total Passed: 227

[VLESS] [877ms] vless://6202b230-417c-4d8e-b624-0f71afa9c75d@37.59.96.48:443?security=tls&type=ws&host=sni.111000.v6.navy&path=/%3Fed%3D2560%26Telegram%F0%9F%87%A8%F0%9F%87%B3%2B%40WangCai2&sni=sni.111000.v6.navy#%5B%F0%9F%87%AB%F0%9F%87%B7%20FR%5D%20%5BVLESS%20276%5D%20%40ResistalProxy
[VLESS] [878ms] vless://7a169e43-ff85-4572-9843-ba7207d07319@192.9.162.122:1443?security=reality&type=tcp&sni=swdist.apple.com&flow=xtls-rprx-vision&pbk=ZIBYUH_qQSeI1T6xImXG6MEZXP2yZW3NqGa8W69Cfyk&fp=chrome&sid=dde50f55d81116#%5B%F0%9F%87%A6%F0%9F%87%BA%20AU%5D%20%F0%9F%87%A6%F0%9F%87%BA%20Australia%20-%20Bungarribee%20%F0%9F%8C%8F%20VL-TCP-RLT%204%E2%83%A3
[VLESS] [879ms] vless://6202b230-417c-4d8e-b624-0f71afa9c75d@46.101.250.44:443?security=tls&type=ws&host=sni.111000.indevs.in&path=/%3Fed%3D2560%26Telegram%F0%9F%8E%96%40AliXTso&sni=sni.111000.indevs.in#%5B%F0%9F%87%A9%F0%9F%87%AA%20DE%5D%20%5BVLESS%20302%5D%20%40ResistalProxy
[VMESS] [881ms] vmess://eyJ2IjogIjIiLCAicHMiOiAiW1x1ZDgzY1x1ZGRlZFx1ZDgzY1x1ZGRmMCBIS10gaGFtZWR2cG5zLTEzMyIsICJhZGQiOiAiNDcuMjQzLjEzNS43NCIsICJwb3J0IjogIjU1MTg1IiwgImlkIjogIjEzNzU5ODVlLTMzNGEtNGMyNS04ZjY0LTUyYTE4MmJjODAzNyIsICJhaWQiOiAiMCIsICJzY3kiOiAiYXV0byIsICJuZXQiOiAid3MiLCAidHlwZSI6ICIiLCAiaG9zdCI6ICIiLCAicGF0aCI6ICIvTm90aWZfQ2hhdCIsICJ0bHMiOiAiIiwgInNuaSI6ICIiLCAiYWxwbiI6ICIifQ==
[VMESS] [882ms] vmess://eyJ2IjogIjIiLCAicHMiOiAiW1x1ZDgzY1x1ZGRmMlx1ZDgzY1x1ZGRmZSBNWV0gXHUyNmExXHVmZTBmVGVsZWdyYW0gPSBAU09Ta2V5TkVUIiwgImFkZCI6ICIyMy4yNy4yOC4xNSIsICJwb3J0IjogIjM3MjEiLCAiaWQiOiAiNzY5MmMwNGEtY2QwYy00ZTEyLWJmZDAtOTliZWNjMWY3ZTkyIiwgImFpZCI6ICIwIiwgInNjeSI6ICJhdXRvIiwgIm5ldCI6ICJ3cyIsICJ0eXBlIjogIm5vbmUiLCAiaG9zdCI6ICIyMy4yNy4yOC4xNSIsICJwYXRoIjogIi8iLCAidGxzIjogIiIsICJzbmkiOiAiIiwgImFscG4iOiAiIn0=
[VLESS] [882ms] vless://6202b230-417c-4d8e-b624-0f71afa9c75d@57.129.137.87:8443?security=tls&type=ws&host=sni.111000.v6.navy&path=/%3Fed%3D2560%26Telegram%F0%9F%87%A8%F0%9F%87%B3%2B%40WangCai2&sni=sni.111000.v6.navy#%5B%F0%9F%87%AC%F0%9F%87%A7%20GB%5D%20%5BVLESS%20360%5D%20%40ResistalProxy
[VLESS] [896ms] vless://6202b230-417c-4d8e-b624-0f71afa9c75d@141.94.220.210:443?security=tls&type=ws&host=sni.111000.v6.navy&path=/%3Fed%3D2560%26Telegram%F0%9F%87%A8%F0%9F%87%B3%2B%40WangCai2&sni=sni.111000.v6.navy#%5B%F0%9F%87%AB%F0%9F%87%B7%20FR%5D%20%5BOpenRay%5D%20%F0%9F%87%AB%F0%9F%87%B7%20FR-1140
[VMESS] [898ms] vmess://eyJ2IjogIjIiLCAicHMiOiAiW1x1ZDgzY1x1ZGRmNVx1ZDgzY1x1ZGRmMSBQTF0gQHZwbmNsYXNoZmEgLSA3MjBcbiIsICJhZGQiOiAiNTcuMTI4LjIxNi4xMjUiLCAicG9ydCI6ICI0NDMiLCAiaWQiOiAiMDNmY2M2MTgtYjkzZC02Nzk2LTZhZWQtOGEzOGM5NzVkNTgxIiwgImFpZCI6ICIwIiwgInNjeSI6ICJhdXRvIiwgIm5ldCI6ICJ3cyIsICJ0eXBlIjogIiIsICJob3N0IjogImthbXBvbmcub3JnIiwgInBhdGgiOiAibGlua3Z3cyIsICJ0bHMiOiAidGxzIiwgInNuaSI6ICJrYW1wb25nLm9yZyIsICJhbHBuIjogIiJ9
[VLESS] [898ms] vless://d7e0cd97-a245-48aa-87b0-8539068e36ba@84.201.131.144:443?security=reality&type=tcp&sni=sun6-22.userapi.com&flow=xtls-rprx-vision&pbk=mza5Hn1aolSz65qu-UwvBP3oesxMe25r11o4nxvikF0&fp=qq&sid=d1579a8745398e34#%5B%F0%9F%87%B7%F0%9F%87%BA%20RU%5D%20%F0%9F%87%B7%F0%9F%87%BA%20%E4%BF%84%E7%BD%97%E6%96%AF%20%5B%2ACIDR%5D%20YA-4%20-310
[VLESS] [907ms] vless://c2e87eb4-ffc6-435a-9d6d-e13056299ce3@90.156.215.49:8443?security=reality&type=tcp&sni=rbc.ru&flow=xtls-rprx-vision&pbk=Cxvc5bVMKln6RxPs5MtviUZNDsmpfuYUK8UFBlcBaS0&fp=chrome&sid=387d2fb5f83c0cde#%5B%F0%9F%87%B7%F0%9F%87%BA%20RU%5D%20%5B14412%5D%2B-%2BTelegram%2B%3A%2B%40configraygan
[VLESS] [910ms] vless://6202b230-417c-4d8e-b624-0f71afa9c75d@54.36.98.93:8443?security=tls&type=ws&host=sni.111000.v6.navy&path=/%3Fed%3D2560%26Telegram%F0%9F%87%A8%F0%9F%87%B3%20%40WangCai2&sni=sni.111000.v6.navy#%5B%F0%9F%87%AB%F0%9F%87%B7%20FR%5D%20%5BOpenRay%5D%20%F0%9F%87%AB%F0%9F%87%B7%20FR-842
[VLESS] [912ms] vless://8e0d168b-f984-0bb8-865f-88b9a46fb48f@5.188.141.131:443?security=reality&type=tcp&sni=max.ru&flow=xtls-rprx-vision&pbk=4CH3o5zOMcFNMbnwXnkAg0FFepmsc0QzhahXkUzb1ik&fp=qq&sid=d8c6b58bcbb0c323#%5B%F0%9F%87%B7%F0%9F%87%BA%20RU%5D%20%F0%9F%87%AB%F0%9F%87%AE%20%E8%8A%AC%E5%85%B0%20%5BIPv4%2B6%5D%20%5B%2ACIDR%5D%20VK-4%20-221
[VLESS] [915ms] vless://6202b230-417c-4d8e-b624-0f71afa9c75d@34.155.19.30:2053?security=tls&type=ws&host=sni.111000.v6.navy&path=/%3Fed%3D2560%26Telegram%F0%9F%87%A8%F0%9F%87%B3%20%40WangCai2&sni=sni.111000.v6.navy#%5B%F0%9F%87%AB%F0%9F%87%B7%20FR%5D%20%5BOpenRay%5D%20%F0%9F%87%AB%F0%9F%87%B7%20FR-856
[VLESS] [915ms] vless://6202b230-417c-4d8e-b624-0f71afa9c75d@5.144.176.149:443?security=tls&type=ws&host=sni.111000.v6.navy&path=/%3Fed%3D2560&sni=sni.111000.v6.navy&fp=chrome#%5B%F0%9F%87%B3%F0%9F%87%B1%20NL%5D%20%F0%9F%8C%90%20Anycast-IP%20%7C%20%5BCloudflare%5D%20%7C%20CA%2C%20NL%20%7C%20%5BBL%5D%20%2813%29
[VLESS] [916ms] vless://6202b230-417c-4d8e-b624-0f71afa9c75d@51.91.254.177:443?security=tls&type=ws&host=sni.111000.indevs.in&path=/%3Fed%3D2560%26Telegram%F0%9F%87%A8%F0%9F%87%B3%2B%40WangCai2&sni=sni.111000.indevs.in#%5B%F0%9F%87%AB%F0%9F%87%B7%20FR%5D%20%5BVLESS%20332%5D%20%40ResistalProxy
[VLESS] [916ms] vless://6202b230-417c-4d8e-b624-0f71afa9c75d@91.84.102.145:443?security=tls&type=ws&host=sni.111000.dynv6.net&path=/%3Fed%3D2560%26Telegram%F0%9F%87%A8%F0%9F%87%B3%20%40WangCai2&sni=sni.111000.dynv6.net#%5B%F0%9F%87%B3%F0%9F%87%B1%20NL%5D%20%5BVLESS%20387%5D%20%40ResistalProxy
[VLESS] [916ms] vless://6202b230-417c-4d8e-b624-0f71afa9c75d@91.84.105.147:8443?security=tls&type=ws&host=sni.111000.indevs.in&path=/%3Fed%3D2560%26Telegram%F0%9F%87%A8%F0%9F%87%B3%20%40WangCai2&sni=sni.111000.indevs.in#%5B%F0%9F%87%B3%F0%9F%87%B1%20NL%5D%20%5BVLESS%20388%5D%20%40ResistalProxy
[VLESS] [917ms] vless://6202b230-417c-4d8e-b624-0f71afa9c75d@37.59.96.47:443?security=tls&type=ws&host=sni.111000.v6.navy&path=/%3Fed%3D2560%26Telegram%F0%9F%87%A8%F0%9F%87%B3%2B%40WangCai2&sni=sni.111000.v6.navy#%5B%F0%9F%87%AB%F0%9F%87%B7%20FR%5D%20%5BVLESS%20275%5D%20%40ResistalProxy
[VLESS] [917ms] vless://6202b230-417c-4d8e-b624-0f71afa9c75d@54.36.98.76:8443?security=tls&type=ws&host=sni.111000.v6.navy&path=/%3Fed%3D2560%26Telegram%F0%9F%87%A8%F0%9F%87%B3%20%40WangCai2&sni=sni.111000.v6.navy#%5B%F0%9F%87%AB%F0%9F%87%B7%20FR%5D%20%5BVLESS%20340%5D%20%40ResistalProxy
[VLESS] [921ms] vless://6202b230-417c-4d8e-b624-0f71afa9c75d@51.75.24.59:8443?security=tls&type=ws&host=sni.111000.v6.navy&path=/%3Fed%3D2560%26Telegram%F0%9F%87%A8%F0%9F%87%B3%20%40WangCai2&sni=sni.111000.v6.navy#%5B%F0%9F%87%AB%F0%9F%87%B7%20FR%5D%20%5BOpenRay%5D%20%F0%9F%87%AB%F0%9F%87%B7%20FR-784
[VLESS] [921ms] vless://6202b230-417c-4d8e-b624-0f71afa9c75d@54.36.98.93:2053?security=tls&type=ws&host=sni.111000.v6.navy&path=/%3Fed%3D2560%26Telegram%F0%9F%87%A8%F0%9F%87%B3%20%40WangCai2&sni=sni.111000.v6.navy#%5B%F0%9F%87%AB%F0%9F%87%B7%20FR%5D%20%5BOpenRay%5D%20%F0%9F%87%AB%F0%9F%87%B7%20FR-798
[VLESS] [924ms] vless://6202b230-417c-4d8e-b624-0f71afa9c75d@51.210.150.65:8443?security=tls&type=ws&host=sni.111000.v6.navy&path=/%3Fed%3D2560%26Telegram%F0%9F%87%A8%F0%9F%87%B3%20%40WangCai2&sni=sni.111000.v6.navy#%5B%F0%9F%87%AB%F0%9F%87%B7%20FR%5D%20%5BOpenRay%5D%20%F0%9F%87%AB%F0%9F%87%B7%20FR-868
[VLESS] [925ms] vless://416d27c8-f1f6-0bb8-978d-31332344c8da@109.120.188.156:443?security=reality&type=tcp&sni=max.ru&flow=xtls-rprx-vision&pbk=4CH3o5zOMcFNMbnwXnkAg0FFepmsc0QzhahXkUzb1ik&fp=qq&sid=d8c6b58bcbb0c323#%5B%F0%9F%87%B7%F0%9F%87%BA%20RU%5D%20%40vpnclashfa%20-%202220
[VLESS] [930ms] vless://6202b230-417c-4d8e-b624-0f71afa9c75d@93.115.175.140:2053?security=tls&type=ws&host=sni.111000.indevs.in&path=/%3Fed%3D2560%26telegram&sni=sni.111000.indevs.in&fp=chrome#%5B%F0%9F%87%A6%F0%9F%87%AA%20AE%5D%20%40vpnclashfa%20-%202762
[VLESS] [931ms] vless://6202b230-417c-4d8e-b624-0f71afa9c75d@51.91.249.9:443?security=tls&type=ws&host=sni.111000.indevs.in&path=/%3Fed%3D2560%26Telegram%F0%9F%87%A8%F0%9F%87%B3%20%40WangCai2&sni=sni.111000.indevs.in#%5B%F0%9F%87%AB%F0%9F%87%B7%20FR%5D%20%5BVLESS%20329%5D%20%40ResistalProxy
[VLESS] [935ms] vless://6202b230-417c-4d8e-b624-0f71afa9c75d@51.38.225.63:2053?security=tls&type=ws&host=sni.111000.indevs.in&path=/%3Fed%3D2560%26Telegram%F0%9F%87%A8%F0%9F%87%B3%40WangCai2&sni=sni.111000.indevs.in#%5B%F0%9F%87%AB%F0%9F%87%B7%20FR%5D%20%5BOpenRay%5D%20%F0%9F%87%AB%F0%9F%87%B7%20FR-564
[VLESS] [940ms] vless://6202b230-417c-4d8e-b624-0f71afa9c75d@51.195.37.32:443?security=tls&type=ws&host=sni.111000.dynv6.net&path=/%3Fed%3D2560%26Telegram%F0%9F%87%A8%F0%9F%87%B3%2B%40WangCai2&sni=sni.111000.dynv6.net&fp=chrome#%5B%F0%9F%87%AB%F0%9F%87%B7%20FR%5D%20%5BVLESS%20313%5D%20%40ResistalProxy
[VLESS] [942ms] vless://6202b230-417c-4d8e-b624-0f71afa9c75d@78.47.146.151:443?security=tls&type=ws&host=sni.111000.indevs.in&path=/%3Fed%3D2560%26Telegram%F0%9F%87%A8%F0%9F%87%B3%40WangCai2&sni=sni.111000.indevs.in#%5B%F0%9F%87%A9%F0%9F%87%AA%20DE%5D%20%5BOpenRay%5D%20%F0%9F%87%A9%F0%9F%87%AA%20DE-6897
[VLESS] [942ms] vless://6202b230-417c-4d8e-b624-0f71afa9c75d@51.77.214.109:2053?security=tls&type=ws&host=sni.111000.indevs.in&path=/%3Fed%3D2560%26Telegram%F0%9F%87%A8%F0%9F%87%B3%40WangCai2&sni=sni.111000.indevs.in#%5B%F0%9F%87%AB%F0%9F%87%B7%20FR%5D%20%5BOpenRay%5D%20%F0%9F%87%AB%F0%9F%87%B7%20FR-563
[VLESS] [947ms] vless://ecc97810-557a-44ef-9957-ba078d0ac414@45.12.150.145:15470?security=reality&type=tcp&sni=yahoo.com&pbk=Io59wtB0RP01ty3SWv8Hn-z84vrckaEPVJi6SRBqFXY&fp=chrome&sid=e08a28#%5B%F0%9F%87%A8%F0%9F%87%BE%20CY%5D%20O%2048%20%28%40Outline_Vpn%29%20free
[VLESS] [949ms] vless://6202b230-417c-4d8e-b624-0f71afa9c75d@45.129.78.69:2053?security=tls&type=ws&host=sni.111000.v6.navy&path=/%3Fed%3D2560%26Telegram%F0%9F%87%A8%F0%9F%87%B3%20%40WangCai2&sni=sni.111000.v6.navy#%5B%F0%9F%87%A9%F0%9F%87%AA%20DE%5D%20%5BVLESS%20285%5D%20%40ResistalProxy
[VMESS] [954ms] vmess://eyJ2IjogIjIiLCAicHMiOiAiW1x1ZDgzY1x1ZGRmMlx1ZDgzY1x1ZGRmZSBNWV0gW09wZW5SYXldIFx1ZDgzY1x1ZGRmMlx1ZDgzY1x1ZGRmZSBNWS0yMSIsICJhZGQiOiAiNDcuMjUwLjQ1LjIzNCIsICJwb3J0IjogIjg2MTMiLCAiaWQiOiAiODAwMzliNGQtYmFjMC00Zjg5LTgyYzctNTRmYWQzYjBhMWVhIiwgImFpZCI6ICIwIiwgInNjeSI6ICJhdXRvIiwgIm5ldCI6ICJ3cyIsICJ0eXBlIjogIm5vbmUiLCAiaG9zdCI6ICIiLCAicGF0aCI6ICIvYXJraT9lZD0yMDQ4IiwgInRscyI6ICIiLCAic25pIjogIiIsICJhbHBuIjogIiJ9
[VLESS] [955ms] vless://6202b230-417c-4d8e-b624-0f71afa9c75d@185.242.107.80:443?security=tls&type=ws&host=sni.111000.indevs.in&path=/%3Fed%3D2560%26Telegram%F0%9F%87%A8%F0%9F%87%B3%20%40WangCai2&sni=sni.111000.indevs.in#%5B%F0%9F%87%B1%F0%9F%87%BB%20LV%5D%20%40VIProxys
[VLESS] [960ms] vless://6202b230-417c-4d8e-b624-0f71afa9c75d@91.107.157.253:20531?security=tls&type=ws&host=sni.111000.indevs.in&path=/%3Fed%3D2560%26telegram%F0%9F%87%A8%F0%9F%87%B3%2B%40wangcai2&sni=sni.111000.indevs.in&fp=chrome#%5B%F0%9F%87%A9%F0%9F%87%AA%20DE%5D%20%5BOpenRay%5D%20%F0%9F%87%A9%F0%9F%87%AA%20DE-8857
[VLESS] [960ms] vless://26524cce-d514-4014-a426-365fb266a14d@146.103.33.57:443?security=tls&type=ws&host=_acme-challenge.443888.xyz&path=/danfeng%3Fed%3D2560&sni=_acme-challenge.443888.xyz&fp=random#%5B%F0%9F%87%B3%F0%9F%87%B1%20NL%5D%20%F0%9F%87%B3%F0%9F%87%B1%20%E8%8D%B7%E5%85%B0%20NL%2016%20-366
[VLESS] [961ms] vless://6202b230-417c-4d8e-b624-0f71afa9c75d@51.91.100.9:8443?security=tls&type=ws&host=sni.111000.v6.navy&path=/%3Fed%3D2560%26Telegram%F0%9F%87%A8%F0%9F%87%B3%2B%40WangCai2&sni=sni.111000.v6.navy#%5B%F0%9F%87%AB%F0%9F%87%B7%20FR%5D%20%5BOpenRay%5D%20%F0%9F%87%AB%F0%9F%87%B7%20FR-1137
[VLESS] [963ms] vless://6202b230-417c-4d8e-b624-0f71afa9c75d@139.59.161.217:443?security=tls&type=ws&host=sni.111000.indevs.in&path=/&sni=sni.111000.indevs.in#%5B%F0%9F%87%AC%F0%9F%87%A7%20GB%5D%20%5BOpenRay%5D%20%F0%9F%87%AC%F0%9F%87%A7%20GB-295
[VLESS] [964ms] vless://ec5796b3-678b-4b11-9c1d-a53171dfd897@195.20.17.182:443?security=reality&type=tcp&host=www.python.org&path=/&sni=www.python.org&flow=xtls-rprx-vision&pbk=2HWC3TKZmYDORsrGqTTOITNFBp6ANhwgERK6lPcVbic&fp=firefox&sid=ecd1c97d#%5B%F0%9F%87%AE%F0%9F%87%B1%20IL%5D%20%F0%9F%87%AE%F0%9F%87%B1%20%E4%BB%A5%E8%89%B2%E5%88%97%2003%20%E2%8C%88wzdnzd/aggregator%E2%8C%8B
[VLESS] [965ms] vless://8338171d-2ea7-4015-bdea-492f3d5d4e60@5.182.36.56:45886?security=reality&type=tcp&sni=yahoo.com&pbk=zJeLZDPHoHMcAzBJh38tSavofNlkBrpADFx9jVVPil0&fp=chrome&sid=94f9#%5B%F0%9F%87%B7%F0%9F%87%BA%20RU%5D%20%F0%9F%87%B7%F0%9F%87%BA%20Russian%20Federation%20-%20NA%20%F0%9F%8C%8D%20VL-TCP-RLT%204%E2%83%A3
[VLESS] [968ms] vless://6202b230-417c-4d8e-b624-0f71afa9c75d@91.107.171.251:443?security=tls&type=ws&host=sni.111000.v6.navy&path=/%3Fed%3D2560%26Telegram%F0%9F%87%A8%F0%9F%87%B3%20%40WangCai2&sni=sni.111000.v6.navy#%5B%F0%9F%87%A9%F0%9F%87%AA%20DE%5D%20%5BOpenRay%5D%20%F0%9F%87%A9%F0%9F%87%AA%20DE-9215
[VLESS] [974ms] vless://6202b230-417c-4d8e-b624-0f71afa9c75d@91.107.182.33:2083?security=tls&type=ws&host=sni.111000.v6.navy&path=/%3Fed%3D2560%26Telegram%F0%9F%87%A8%F0%9F%87%B3%20%40WangCai2&sni=sni.111000.v6.navy#%5B%F0%9F%87%A9%F0%9F%87%AA%20DE%5D%20%5BOpenRay%5D%20%F0%9F%87%A9%F0%9F%87%AA%20DE-9205
[VLESS] [976ms] vless://6202b230-417c-4d8e-b624-0f71afa9c75d@51.210.149.2:2053?security=tls&type=ws&host=sni.111000.indevs.in&path=/%3Fed%3D2560%26Telegram%F0%9F%87%A8%F0%9F%87%B3%2B%40WangCai2&sni=sni.111000.indevs.in#%5B%F0%9F%87%AB%F0%9F%87%B7%20FR%5D%20%5BOpenRay%5D%20%F0%9F%87%AB%F0%9F%87%B7%20FR-661
[VLESS] [978ms] vless://6202b230-417c-4d8e-b624-0f71afa9c75d@178.33.161.196:8443?security=tls&type=ws&host=sni.111000.indevs.in&path=/%3Fed%3D2560%26telegram%F0%9F%87%A8%F0%9F%87%B3%2B%40wangcai2&sni=sni.111000.indevs.in&fp=chrome#%5B%F0%9F%87%AA%F0%9F%87%B8%20ES%5D%20%5BVLESS%20202%5D%20%40ResistalProxy
[VLESS] [980ms] vless://416d27c8-f1f6-0bb8-978d-31332344c8da@109.120.189.142:443?security=reality&type=tcp&sni=max.ru&flow=xtls-rprx-vision&pbk=4CH3o5zOMcFNMbnwXnkAg0FFepmsc0QzhahXkUzb1ik&fp=qq&sid=d8c6b58bcbb0c323#%5B%F0%9F%87%B7%F0%9F%87%BA%20RU%5D%20%40vpnclashfa%20-%202221
[VLESS] [980ms] vless://26524cce-d514-4014-a426-365fb266a14d@57.128.178.63:8443?security=tls&type=ws&host=cyuxj212pnq.chinat.indevs.in&path=/danfeng&sni=cyuxj212pnq.chinat.indevs.in&fp=random#%5B%F0%9F%87%AB%F0%9F%87%B7%20FR%5D%20%F0%9F%87%B8%F0%9F%87%AC%20%E6%96%B0%E5%8A%A0%E5%9D%A1%20SG%2050%20%E2%AC%87%201.3MB/s%20-266
[VLESS] [983ms] vless://6202b230-417c-4d8e-b624-0f71afa9c75d@45.76.107.78:443?security=tls&type=ws&host=sni.111000.indevs.in&path=/%3Fed%3D2560%26Telegram%F0%9F%87%A8%F0%9F%87%B3%20%40WangCai2&sni=sni.111000.indevs.in&fp=chrome#%5B%F0%9F%87%AF%F0%9F%87%B5%20JP%5D%20%5BVLESS%20291%5D%20%40ResistalProxy
[VLESS] [984ms] vless://6202b230-417c-4d8e-b624-0f71afa9c75d@146.59.225.19:8443?security=tls&type=ws&host=sni.111000.v6.navy&path=/%3Fed%3D2560%26Telegram%F0%9F%87%A8%F0%9F%87%B3%20%40WangCai2&sni=sni.111000.v6.navy#%5B%F0%9F%87%AB%F0%9F%87%B7%20FR%5D%20%5BOpenRay%5D%20%F0%9F%87%AB%F0%9F%87%B7%20FR-881
[VLESS] [986ms] vless://6202b230-417c-4d8e-b624-0f71afa9c75d@146.59.156.154:8443?security=tls&type=ws&host=sni.111000.v6.navy&path=/%3Fed%3D2560%26Telegram%F0%9F%87%A8%F0%9F%87%B3%20%40WangCai2&sni=sni.111000.v6.navy#%5B%F0%9F%87%AB%F0%9F%87%B7%20FR%5D%20%5BOpenRay%5D%20%F0%9F%87%AB%F0%9F%87%B7%20FR-758
[VLESS] [987ms] vless://6202b230-417c-4d8e-b624-0f71afa9c75d@167.99.44.126:443?security=tls&type=ws&host=sni.111000.indevs.in&path=/&sni=sni.111000.indevs.in#%5B%F0%9F%87%B3%F0%9F%87%B1%20NL%5D%20%5BOpenRay%5D%20%F0%9F%87%B3%F0%9F%87%B1%20NL-1201
[VLESS] [987ms] vless://6202b230-417c-4d8e-b624-0f71afa9c75d@188.253.25.51:443?security=tls&type=ws&host=sni.111000.v6.navy&path=/%3Fed%3D2560%26Telegram%F0%9F%87%A8%F0%9F%87%B3%2B%40WangCai2&sni=sni.111000.v6.navy#%5B%F0%9F%87%B3%F0%9F%87%B1%20NL%5D%20%5BOpenRay%5D%20%F0%9F%87%B3%F0%9F%87%B1%20NL-1461
[VLESS] [994ms] vless://26524cce-d514-4014-a426-365fb266a14d@147.45.196.240:2053?security=tls&type=ws&host=_acme-challenge.443888.xyz&path=/danfeng%3Fed%3D2560&sni=_acme-challenge.443888.xyz&fp=random#%5B%F0%9F%87%A9%F0%9F%87%AA%20DE%5D%20%F0%9F%87%A9%F0%9F%87%AA%20%E5%BE%B7%E5%9B%BD%20DE%2032%20-409
[VLESS] [996ms] vless://6202b230-417c-4d8e-b624-0f71afa9c75d@162.19.79.59:8443?security=tls&type=ws&host=sni.111000.v6.navy&path=/%3Fed%3D2560%26Telegram%F0%9F%87%A8%F0%9F%87%B3%20%40WangCai2&sni=sni.111000.v6.navy#%5B%F0%9F%87%AB%F0%9F%87%B7%20FR%5D%20%5BOpenRay%5D%20%F0%9F%87%AB%F0%9F%87%B7%20FR-846
[VLESS] [998ms] vless://6ec42587-d79b-479e-984a-a2533eb457b2@8.216.21.75:20443?security=reality&type=tcp&sni=www.microsoft.com&flow=xtls-rprx-vision&pbk=wIlDoplsuyFT7hzmd7y-gnRAlYTys99OU11k4v_Co0s&fp=chrome&sid=abcd1234#%5B%F0%9F%87%AF%F0%9F%87%B5%20JP%5D%20%F0%9F%87%AF%F0%9F%87%B5%20%E6%97%A5%E6%9C%AC%20JP-Tokyo-AliCloud%20-50
[VLESS] [999ms] vless://6202b230-417c-4d8e-b624-0f71afa9c75d@159.65.30.136:443?security=tls&type=ws&host=sni.111000.indevs.in&path=/%3Fed%3D2560%26Telegram%F0%9F%8E%96%40AliXTso&sni=sni.111000.indevs.in#%5B%F0%9F%87%AC%F0%9F%87%A7%20GB%5D%20%5BVLESS%20146%5D%20%40ResistalProxy
[VMESS] [1000ms] vmess://eyJ2IjogIjIiLCAicHMiOiAiW1x1ZDgzY1x1ZGRlOVx1ZDgzY1x1ZGRlYSBERV0gQEF6YWRpb05ldCAgIDI4IiwgImFkZCI6ICI1Ny4xMjkuMjguMjE0IiwgInBvcnQiOiAiNDQzIiwgImlkIjogIjAzZmNjNjE4LWI5M2QtNjc5Ni02YWVkLThhMzhjOTc1ZDU4MSIsICJhaWQiOiAiMCIsICJzY3kiOiAiYXV0byIsICJuZXQiOiAid3MiLCAidHlwZSI6ICItLS0iLCAiaG9zdCI6ICJrYW1wb25nLm9yZyIsICJwYXRoIjogImxpbmt2d3MiLCAidGxzIjogInRscyIsICJzbmkiOiAia2FtcG9uZy5vcmciLCAiYWxwbiI6ICIifQ==
[VLESS] [1000ms] vless://6202b230-417c-4d8e-b624-0f71afa9c75d@185.94.29.46:2015?security=tls&type=ws&host=sni.111000.dynv6.net&path=/%3Fed%3D2560%26Telegram%F0%9F%87%A8%F0%9F%87%B3%2B%40WangCai2&sni=sni.111000.dynv6.net&fp=chrome#%5B%F0%9F%87%A9%F0%9F%87%AA%20DE%5D%20%5BOpenRay%5D%20%F0%9F%87%A9%F0%9F%87%AA%20DE-9426
[VLESS] [1001ms] vless://6202b230-417c-4d8e-b624-0f71afa9c75d@165.232.94.31:443?security=tls&type=ws&host=sni.111000.indevs.in&path=/%3Fed%3D2560&sni=sni.111000.indevs.in#%5B%F0%9F%87%B3%F0%9F%87%B1%20NL%5D%20%5BVLESS%20176%5D%20%40ResistalProxy
[VMESS] [1008ms] vmess://eyJ2IjogIjIiLCAicHMiOiAiW1x1ZDgzY1x1ZGRlOVx1ZDgzY1x1ZGRlYSBERV0gSVItQFYycmF5QWxwaGEtMzciLCAiYWRkIjogIjU3LjEyOS4yNC4xMzEiLCAicG9ydCI6ICI0NDMiLCAiaWQiOiAiMDNmY2M2MTgtYjkzZC02Nzk2LTZhZWQtOGEzOGM5NzVkNTgxIiwgImFpZCI6ICIwIiwgInNjeSI6ICJhdXRvIiwgIm5ldCI6ICJ3cyIsICJ0eXBlIjogIi0tLSIsICJob3N0IjogImthbXBvbmcub3JnIiwgInBhdGgiOiAibGlua3Z3cyIsICJ0bHMiOiAidGxzIiwgInNuaSI6ICIiLCAiYWxwbiI6ICIifQ==
[VLESS] [1008ms] vless://6202b230-417c-4d8e-b624-0f71afa9c75d@158.178.206.197:8443?security=tls&type=ws&host=sni.111000.indevs.in&path=/%3Fed%3D2560%26Telegram%F0%9F%87%A8%F0%9F%87%B3%40WangCai2&sni=sni.111000.indevs.in&fp=chrome#%5B%F0%9F%87%AB%F0%9F%87%B7%20FR%5D%20%5BOpenRay%5D%20%F0%9F%87%AB%F0%9F%87%B7%20FR-
[VLESS] [1008ms] vless://6202b230-417c-4d8e-b624-0f71afa9c75d@188.165.137.202:2053?security=tls&type=ws&host=sni.111000.v6.navy&path=/%3Fed%3D2560%26Telegram%F0%9F%87%A8%F0%9F%87%B3%20%40WangCai2&sni=sni.111000.v6.navy#%5B%F0%9F%87%AB%F0%9F%87%B7%20FR%5D%20%5BOpenRay%5D%20%F0%9F%87%AB%F0%9F%87%B7%20FR-873
